po_id,order_date,expected_date,received_date,supplier_id,store_id,product_id,ordered_quantity,received_quantity,status,unit_cost
PO-2024-0449,2024-06-27,2024-07-01,2024-07-01,SUP-001,STR-002,PRD-007,42,42,RECEIVED,160.0
PO-2024-0450,2024-06-27,2024-07-01,2024-07-01,SUP-008,STR-002,PRD-023,62,62,RECEIVED,50.0
PO-2024-0451,2024-06-27,2024-07-02,2024-07-02,SUP-005,STR-002,PRD-049,26,26,RECEIVED,420.0
PO-2024-0452,2024-06-27,2024-07-01,2024-07-06,SUP-001,STR-003,PRD-013,50,50,RECEIVED,85.0
PO-2024-0453,2024-06-27,2024-07-01,2024-07-01,SUP-001,STR-003,PRD-014,40,40,RECEIVED,210.0
PO-2024-0454,2024-06-27,2024-07-02,2024-07-02,SUP-005,STR-003,PRD-045,51,51,RECEIVED,180.0
PO-2024-0455,2024-06-27,2024-07-01,2024-07-01,SUP-001,STR-004,PRD-007,41,41,RECEIVED,160.0
PO-2024-0456,2024-06-27,2024-07-01,2024-07-01,SUP-006,STR-004,PRD-064,51,51,RECEIVED,155.0
PO-2024-0457,2024-06-28,2024-07-03,2024-07-03,SUP-005,STR-001,PRD-009,30,30,RECEIVED,220.0
PO-2024-0458,2024-06-28,2024-07-03,2024-07-03,SUP-005,STR-001,PRD-051,52,52,RECEIVED,135.0
PO-2024-0459,2024-06-28,2024-07-02,2024-07-02,SUP-006,STR-001,PRD-063,43,43,RECEIVED,140.0
PO-2024-0460,2024-06-28,2024-07-10,2024-07-10,SUP-009,STR-001,PRD-095,40,40,RECEIVED,220.0
PO-2024-0461,2024-06-28,2024-07-03,2024-07-03,SUP-010,STR-001,PRD-103,50,50,RECEIVED,160.0
PO-2024-0462,2024-06-28,2024-07-02,2024-07-02,SUP-001,STR-002,PRD-008,62,62,RECEIVED,28.0
PO-2024-0463,2024-06-28,2024-07-02,2024-07-02,SUP-006,STR-002,PRD-064,52,52,RECEIVED,155.0
PO-2024-0464,2024-06-28,2024-07-06,2024-07-06,SUP-012,STR-002,PRD-082,30,30,RECEIVED,290.0
PO-2024-0465,2024-06-28,2024-07-02,2024-07-07,SUP-001,STR-003,PRD-006,85,85,RECEIVED,15.0
PO-2024-0466,2024-06-28,2024-07-03,2024-07-03,SUP-005,STR-003,PRD-009,33,33,RECEIVED,220.0
PO-2024-0467,2024-06-28,2024-07-02,2024-07-02,SUP-001,STR-003,PRD-012,40,40,RECEIVED,120.0
PO-2024-0468,2024-06-28,2024-07-01,2024-07-01,SUP-002,STR-003,PRD-015,50,50,RECEIVED,90.0
PO-2024-0469,2024-06-28,2024-07-03,2024-07-03,SUP-005,STR-003,PRD-044,51,51,RECEIVED,195.0
PO-2024-0470,2024-06-28,2024-07-06,2024-07-06,SUP-012,STR-003,PRD-082,33,33,RECEIVED,290.0
PO-2024-0471,2024-06-28,2024-07-02,2024-07-02,SUP-001,STR-004,PRD-002,50,50,RECEIVED,130.0
PO-2024-0472,2024-06-28,2024-07-02,2024-07-02,SUP-001,STR-004,PRD-006,86,86,RECEIVED,15.0
PO-2024-0473,2024-06-28,2024-07-03,2024-07-03,SUP-005,STR-004,PRD-054,35,35,RECEIVED,280.0
PO-2024-0474,2024-06-28,2024-07-03,2024-07-03,SUP-005,STR-004,PRD-056,61,61,RECEIVED,110.0
PO-2024-0475,2024-06-28,2024-07-02,2024-07-02,SUP-006,STR-004,PRD-065,86,86,RECEIVED,45.0
PO-2024-0476,2024-06-28,2024-07-02,2024-07-02,SUP-006,STR-004,PRD-066,35,35,RECEIVED,65.0
PO-2024-0477,2024-06-28,2024-07-02,2024-07-02,SUP-006,STR-004,PRD-067,41,41,RECEIVED,120.0
PO-2024-0478,2024-06-28,2024-07-06,2024-07-06,SUP-012,STR-004,PRD-082,34,34,RECEIVED,290.0
PO-2024-0479,2024-06-29,2024-07-03,2024-07-03,SUP-001,STR-001,PRD-014,40,40,RECEIVED,210.0
PO-2024-0480,2024-06-29,2024-07-05,2024-07-05,SUP-003,STR-001,PRD-035,52,52,RECEIVED,285.0
PO-2024-0481,2024-06-29,2024-07-05,2024-07-05,SUP-003,STR-001,PRD-036,51,51,RECEIVED,125.0
PO-2024-0482,2024-06-29,2024-07-11,2024-07-11,SUP-009,STR-001,PRD-085,51,51,RECEIVED,190.0
PO-2024-0483,2024-06-29,2024-07-02,2024-07-02,SUP-002,STR-002,PRD-015,59,59,RECEIVED,90.0
PO-2024-0484,2024-06-29,2024-07-02,2024-07-07,SUP-002,STR-002,PRD-019,63,63,RECEIVED,65.0
PO-2024-0485,2024-06-29,2024-07-05,2024-07-05,SUP-003,STR-002,PRD-034,42,42,RECEIVED,95.0
PO-2024-0486,2024-06-29,2024-07-11,2024-07-11,SUP-009,STR-002,PRD-083,30,30,RECEIVED,320.0
PO-2024-0487,2024-06-29,2024-07-03,2024-07-03,SUP-001,STR-003,PRD-010,40,40,RECEIVED,380.0
PO-2024-0488,2024-06-29,2024-07-02,2024-07-02,SUP-002,STR-003,PRD-021,50,50,RECEIVED,210.0
PO-2024-0489,2024-06-29,2024-07-03,2024-07-03,SUP-008,STR-003,PRD-023,67,67,RECEIVED,50.0
PO-2024-0490,2024-06-29,2024-07-02,2024-07-02,SUP-002,STR-003,PRD-026,50,50,RECEIVED,140.0
PO-2024-0491,2024-06-29,2024-07-05,2024-07-05,SUP-003,STR-003,PRD-039,33,33,RECEIVED,160.0
PO-2024-0492,2024-06-29,2024-07-04,2024-07-04,SUP-005,STR-003,PRD-046,72,72,RECEIVED,95.0
PO-2024-0493,2024-06-29,2024-07-04,2024-07-04,SUP-005,STR-003,PRD-053,31,31,RECEIVED,260.0
PO-2024-0494,2024-06-29,2024-07-04,2024-07-04,SUP-005,STR-003,PRD-054,30,30,RECEIVED,280.0
PO-2024-0495,2024-06-29,2024-07-04,2024-07-04,SUP-005,STR-004,PRD-009,35,35,RECEIVED,220.0
PO-2024-0496,2024-06-29,2024-07-03,2024-07-03,SUP-001,STR-004,PRD-014,40,40,RECEIVED,210.0
PO-2024-0497,2024-06-29,2024-07-02,2024-07-02,SUP-002,STR-004,PRD-019,60,60,RECEIVED,65.0
PO-2024-0498,2024-06-29,2024-07-02,2024-07-02,SUP-002,STR-004,PRD-020,50,50,RECEIVED,180.0
PO-2024-0499,2024-06-29,2024-07-04,2024-07-04,SUP-004,STR-004,PRD-042,45,45,RECEIVED,135.0
PO-2024-0500,2024-06-29,2024-07-04,2024-07-04,SUP-005,STR-004,PRD-052,40,40,RECEIVED,110.0
PO-2024-0501,2024-06-29,2024-07-03,2024-07-03,SUP-006,STR-004,PRD-063,40,40,RECEIVED,140.0
PO-2024-0502,2024-06-29,2024-07-07,2024-07-12,SUP-012,STR-004,PRD-073,31,31,RECEIVED,340.0
PO-2024-0503,2024-06-29,2024-07-11,2024-07-11,SUP-009,STR-004,PRD-090,30,30,RECEIVED,260.0
PO-2024-0504,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-001,PRD-007,41,41,RECEIVED,160.0
PO-2024-0505,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-001,PRD-012,40,40,RECEIVED,120.0
PO-2024-0506,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-001,PRD-018,60,60,RECEIVED,55.0
PO-2024-0507,2024-06-30,2024-07-04,2024-07-04,SUP-008,STR-001,PRD-023,68,68,RECEIVED,50.0
PO-2024-0508,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-001,PRD-025,53,53,RECEIVED,60.0
PO-2024-0509,2024-06-30,2024-07-05,2024-07-05,SUP-004,STR-001,PRD-042,45,45,RECEIVED,135.0
PO-2024-0510,2024-06-30,2024-07-05,2024-07-05,SUP-005,STR-001,PRD-044,51,51,RECEIVED,195.0
PO-2024-0511,2024-06-30,2024-07-05,2024-07-05,SUP-005,STR-001,PRD-054,30,30,RECEIVED,280.0
PO-2024-0512,2024-06-30,2024-07-04,2024-07-04,SUP-006,STR-001,PRD-069,41,41,RECEIVED,130.0
PO-2024-0513,2024-06-30,2024-07-08,2024-07-08,SUP-012,STR-001,PRD-073,33,33,RECEIVED,340.0
PO-2024-0514,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-002,PRD-001,69,69,RECEIVED,110.0
PO-2024-0515,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-002,PRD-002,54,54,RECEIVED,130.0
PO-2024-0516,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-002,PRD-005,75,75,RECEIVED,30.0
PO-2024-0517,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-002,PRD-024,54,54,RECEIVED,48.0
PO-2024-0518,2024-06-30,2024-07-04,2024-07-04,SUP-008,STR-002,PRD-032,61,61,RECEIVED,220.0
PO-2024-0519,2024-06-30,2024-07-06,2024-07-09,SUP-003,STR-002,PRD-035,56,56,RECEIVED,285.0
PO-2024-0520,2024-06-30,2024-07-06,2024-07-06,SUP-003,STR-002,PRD-041,43,43,RECEIVED,140.0
PO-2024-0521,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-003,PRD-002,55,55,RECEIVED,130.0
PO-2024-0522,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-003,PRD-017,101,101,RECEIVED,28.0
PO-2024-0523,2024-06-30,2024-07-04,2024-07-04,SUP-008,STR-003,PRD-022,86,86,RECEIVED,45.0
PO-2024-0524,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-003,PRD-025,52,52,RECEIVED,60.0
PO-2024-0525,2024-06-30,2024-07-06,2024-07-06,SUP-003,STR-003,PRD-030,70,70,RECEIVED,130.0
PO-2024-0526,2024-06-30,2024-07-06,2024-07-06,SUP-003,STR-003,PRD-035,53,53,RECEIVED,285.0
PO-2024-0527,2024-06-30,2024-07-05,2024-07-05,SUP-004,STR-003,PRD-042,45,45,RECEIVED,135.0
PO-2024-0528,2024-06-30,2024-07-04,2024-07-04,SUP-006,STR-003,PRD-069,40,40,RECEIVED,130.0
PO-2024-0529,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-004,PRD-004,101,101,RECEIVED,70.0
PO-2024-0530,2024-06-30,2024-07-04,2024-07-04,SUP-001,STR-004,PRD-012,40,40,RECEIVED,120.0
PO-2024-0531,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-004,PRD-015,53,53,RECEIVED,90.0
PO-2024-0532,2024-06-30,2024-07-04,2024-07-04,SUP-008,STR-004,PRD-023,63,63,RECEIVED,50.0
PO-2024-0533,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-004,PRD-026,50,50,RECEIVED,140.0
PO-2024-0534,2024-06-30,2024-07-03,2024-07-03,SUP-002,STR-004,PRD-027,50,50,RECEIVED,85.0
PO-2024-0535,2024-06-30,2024-07-05,2024-07-05,SUP-005,STR-004,PRD-045,51,51,RECEIVED,180.0
PO-2024-0536,2024-06-30,2024-07-04,2024-07-04,SUP-006,STR-004,PRD-062,72,72,RECEIVED,125.0
PO-2024-0537,2024-06-30,2024-07-12,2024-07-12,SUP-009,STR-004,PRD-084,22,22,RECEIVED,750.0
PO-2024-0538,2024-07-01,2024-07-05,2024-07-05,SUP-001,STR-001,PRD-002,52,52,RECEIVED,130.0
PO-2024-0539,2024-07-01,2024-07-06,2024-07-06,SUP-005,STR-001,PRD-011,34,34,RECEIVED,140.0
PO-2024-0540,2024-07-01,2024-07-04,2024-07-04,SUP-002,STR-001,PRD-021,50,50,RECEIVED,210.0
PO-2024-0541,2024-07-01,2024-07-07,2024-07-07,SUP-003,STR-001,PRD-030,70,70,RECEIVED,130.0
PO-2024-0542,2024-07-01,2024-07-06,2024-07-06,SUP-005,STR-001,PRD-053,30,30,RECEIVED,260.0
PO-2024-0543,2024-07-01,2024-07-05,2024-07-05,SUP-006,STR-001,PRD-060,70,70,RECEIVED,110.0
PO-2024-0544,2024-07-01,2024-07-05,2024-07-05,SUP-006,STR-001,PRD-067,40,40,RECEIVED,120.0
PO-2024-0545,2024-07-01,2024-07-05,2024-07-05,SUP-001,STR-002,PRD-004,104,104,RECEIVED,70.0
PO-2024-0546,2024-07-01,2024-07-05,2024-07-05,SUP-001,STR-002,PRD-010,40,40,RECEIVED,380.0
PO-2024-0547,2024-07-01,2024-07-05,2024-07-05,SUP-001,STR-002,PRD-012,40,40,RECEIVED,120.0
PO-2024-0548,2024-07-01,2024-07-06,2024-07-06,SUP-005,STR-002,PRD-043,60,60,RECEIVED,120.0
PO-2024-0549,2024-07-01,2024-07-09,2024-07-13,SUP-012,STR-002,PRD-073,30,30,RECEIVED,340.0
PO-2024-0550,2024-07-01,2024-07-05,2024-07-05,SUP-001,STR-003,PRD-004,102,102,RECEIVED,70.0
PO-2024-0551,2024-07-01,2024-07-04,2024-07-04,SUP-002,STR-003,PRD-024,50,50,RECEIVED,48.0
PO-2024-0552,2024-07-01,2024-07-04,2024-07-04,SUP-002,STR-003,PRD-027,50,50,RECEIVED,85.0
PO-2024-0553,2024-07-01,2024-07-05,2024-07-05,SUP-006,STR-003,PRD-065,81,81,RECEIVED,45.0
PO-2024-0554,2024-07-01,2024-07-04,2024-07-04,SUP-002,STR-004,PRD-025,52,52,RECEIVED,60.0
PO-2024-0555,2024-07-01,2024-07-07,2024-07-07,SUP-003,STR-004,PRD-030,70,70,RECEIVED,130.0
PO-2024-0556,2024-07-01,2024-07-07,2024-07-07,SUP-003,STR-004,PRD-041,41,41,RECEIVED,140.0
PO-2024-0557,2024-07-01,2024-07-06,2024-07-06,SUP-010,STR-004,PRD-101,50,50,RECEIVED,450.0
PO-2024-0558,2024-07-02,2024-07-05,2024-07-05,SUP-002,STR-001,PRD-026,50,50,RECEIVED,140.0
PO-2024-0559,2024-07-02,2024-07-05,2024-07-05,SUP-002,STR-001,PRD-027,50,50,RECEIVED,85.0
PO-2024-0560,2024-07-02,2024-07-06,2024-07-06,SUP-008,STR-001,PRD-032,60,60,RECEIVED,220.0
PO-2024-0561,2024-07-02,2024-07-10,2024-07-10,SUP-012,STR-001,PRD-082,31,31,RECEIVED,290.0
PO-2024-0562,2024-07-02,2024-07-07,2024-07-07,SUP-005,STR-002,PRD-009,30,30,RECEIVED,220.0
PO-2024-0563,2024-07-02,2024-07-06,2024-07-06,SUP-001,STR-002,PRD-014,40,40,RECEIVED,210.0
PO-2024-0564,2024-07-02,2024-07-05,2024-07-05,SUP-002,STR-002,PRD-021,50,50,RECEIVED,210.0
PO-2024-0565,2024-07-02,2024-07-05,2024-07-05,SUP-002,STR-002,PRD-026,50,50,RECEIVED,140.0
PO-2024-0566,2024-07-02,2024-07-08,2024-07-08,SUP-003,STR-002,PRD-039,32,32,RECEIVED,160.0
PO-2024-0567,2024-07-02,2024-07-07,2024-07-07,SUP-004,STR-002,PRD-042,45,45,RECEIVED,135.0
PO-2024-0568,2024-07-02,2024-07-07,2024-07-07,SUP-005,STR-003,PRD-055,25,25,RECEIVED,410.0
PO-2024-0569,2024-07-02,2024-07-06,2024-07-10,SUP-001,STR-004,PRD-010,40,40,RECEIVED,380.0
PO-2024-0570,2024-07-02,2024-07-05,2024-07-05,SUP-002,STR-004,PRD-021,50,50,RECEIVED,210.0
PO-2024-0571,2024-07-02,2024-07-08,2024-07-14,SUP-003,STR-004,PRD-031,61,61,RECEIVED,145.0
PO-2024-0572,2024-07-02,2024-07-07,2024-07-07,SUP-005,STR-004,PRD-048,42,42,RECEIVED,220.0
PO-2024-0573,2024-07-02,2024-07-06,2024-07-06,SUP-006,STR-004,PRD-069,40,40,RECEIVED,130.0
PO-2024-0574,2024-07-03,2024-07-07,2024-07-07,SUP-001,STR-001,PRD-004,102,102,RECEIVED,70.0
PO-2024-0575,2024-07-03,2024-07-07,2024-07-12,SUP-001,STR-001,PRD-010,40,40,RECEIVED,380.0
PO-2024-0576,2024-07-03,2024-07-07,2024-07-07,SUP-001,STR-001,PRD-013,52,52,RECEIVED,85.0
PO-2024-0577,2024-07-03,2024-07-06,2024-07-06,SUP-002,STR-001,PRD-015,50,50,RECEIVED,90.0
PO-2024-0578,2024-07-03,2024-07-06,2024-07-06,SUP-002,STR-001,PRD-028,91,91,RECEIVED,22.0
PO-2024-0579,2024-07-03,2024-07-08,2024-07-08,SUP-004,STR-001,PRD-033,51,51,RECEIVED,80.0
PO-2024-0580,2024-07-03,2024-07-09,2024-07-09,SUP-003,STR-001,PRD-039,32,32,RECEIVED,160.0
PO-2024-0581,2024-07-03,2024-07-09,2024-07-09,SUP-003,STR-002,PRD-029,40,40,RECEIVED,420.0
PO-2024-0582,2024-07-03,2024-07-07,2024-07-07,SUP-006,STR-002,PRD-069,41,41,RECEIVED,130.0
PO-2024-0583,2024-07-03,2024-07-15,2024-07-15,SUP-009,STR-002,PRD-092,41,41,RECEIVED,280.0
PO-2024-0584,2024-07-03,2024-07-07,2024-07-07,SUP-001,STR-003,PRD-007,43,43,RECEIVED,160.0
PO-2024-0585,2024-07-03,2024-07-06,2024-07-06,SUP-002,STR-003,PRD-019,61,61,RECEIVED,65.0
PO-2024-0586,2024-07-03,2024-07-07,2024-07-07,SUP-001,STR-004,PRD-001,68,68,RECEIVED,110.0
PO-2024-0587,2024-07-03,2024-07-06,2024-07-06,SUP-002,STR-004,PRD-016,82,82,RECEIVED,85.0
PO-2024-0588,2024-07-03,2024-07-06,2024-07-06,SUP-002,STR-004,PRD-018,60,60,RECEIVED,55.0
PO-2024-0589,2024-07-03,2024-07-06,2024-07-06,SUP-002,STR-004,PRD-028,91,91,RECEIVED,22.0
PO-2024-0590,2024-07-03,2024-07-07,2024-07-07,SUP-006,STR-004,PRD-066,38,38,RECEIVED,65.0
PO-2024-0591,2024-07-04,2024-07-08,2024-07-08,SUP-001,STR-001,PRD-006,83,83,RECEIVED,15.0
PO-2024-0592,2024-07-04,2024-07-07,2024-07-10,SUP-002,STR-001,PRD-016,80,80,RECEIVED,85.0
PO-2024-0593,2024-07-04,2024-07-07,2024-07-07,SUP-002,STR-001,PRD-020,50,50,RECEIVED,180.0
PO-2024-0594,2024-07-04,2024-07-10,2024-07-10,SUP-003,STR-001,PRD-029,43,43,RECEIVED,420.0
PO-2024-0595,2024-07-04,2024-07-10,2024-07-10,SUP-003,STR-001,PRD-034,43,43,RECEIVED,95.0
PO-2024-0596,2024-07-04,2024-07-07,2024-07-07,SUP-002,STR-002,PRD-027,50,50,RECEIVED,85.0
PO-2024-0597,2024-07-04,2024-07-10,2024-07-10,SUP-003,STR-002,PRD-031,60,60,RECEIVED,145.0
PO-2024-0598,2024-07-04,2024-07-09,2024-07-09,SUP-004,STR-002,PRD-033,52,52,RECEIVED,80.0
PO-2024-0599,2024-07-04,2024-07-09,2024-07-09,SUP-005,STR-003,PRD-011,33,33,RECEIVED,140.0
PO-2024-0600,2024-07-04,2024-07-07,2024-07-11,SUP-002,STR-003,PRD-018,61,61,RECEIVED,55.0
PO-2024-0601,2024-07-04,2024-07-09,2024-07-09,SUP-004,STR-003,PRD-033,50,50,RECEIVED,80.0
PO-2024-0602,2024-07-04,2024-07-09,2024-07-09,SUP-005,STR-003,PRD-048,41,41,RECEIVED,220.0
PO-2024-0603,2024-07-04,2024-07-09,2024-07-09,SUP-005,STR-003,PRD-056,62,62,RECEIVED,110.0
PO-2024-0604,2024-07-04,2024-07-08,2024-07-08,SUP-006,STR-003,PRD-062,72,72,RECEIVED,125.0
PO-2024-0605,2024-07-04,2024-07-12,2024-07-12,SUP-012,STR-003,PRD-073,30,30,RECEIVED,340.0
PO-2024-0606,2024-07-04,2024-07-08,2024-07-08,SUP-006,STR-004,PRD-067,42,42,RECEIVED,120.0
PO-2024-0607,2024-07-04,2024-07-29,2024-07-29,SUP-011,STR-004,PRD-081,100,100,RECEIVED,380.0
PO-2024-0608,2024-07-05,2024-07-09,2024-07-09,SUP-001,STR-001,PRD-001,69,69,RECEIVED,110.0
PO-2024-0609,2024-07-05,2024-07-10,2024-07-10,SUP-005,STR-001,PRD-009,35,35,RECEIVED,220.0
PO-2024-0610,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-001,PRD-019,63,63,RECEIVED,65.0
PO-2024-0611,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-001,PRD-024,50,50,RECEIVED,48.0
PO-2024-0612,2024-07-05,2024-07-09,2024-07-09,SUP-001,STR-002,PRD-006,84,84,RECEIVED,15.0
PO-2024-0613,2024-07-05,2024-07-10,2024-07-10,SUP-005,STR-002,PRD-011,30,30,RECEIVED,140.0
PO-2024-0614,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-002,PRD-016,83,83,RECEIVED,85.0
PO-2024-0615,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-002,PRD-025,54,54,RECEIVED,60.0
PO-2024-0616,2024-07-05,2024-07-10,2024-07-10,SUP-007,STR-002,PRD-047,86,86,RECEIVED,80.0
PO-2024-0617,2024-07-05,2024-07-10,2024-07-10,SUP-007,STR-002,PRD-050,50,50,RECEIVED,65.0
PO-2024-0618,2024-07-05,2024-07-10,2024-07-10,SUP-005,STR-002,PRD-055,25,25,RECEIVED,410.0
PO-2024-0619,2024-07-05,2024-07-17,2024-07-17,SUP-009,STR-002,PRD-085,53,53,RECEIVED,190.0
PO-2024-0620,2024-07-05,2024-07-09,2024-07-09,SUP-001,STR-003,PRD-012,40,40,RECEIVED,120.0
PO-2024-0621,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-003,PRD-015,56,56,RECEIVED,90.0
PO-2024-0622,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-003,PRD-016,86,86,RECEIVED,85.0
PO-2024-0623,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-003,PRD-020,50,50,RECEIVED,180.0
PO-2024-0624,2024-07-05,2024-07-09,2024-07-09,SUP-008,STR-003,PRD-032,61,61,RECEIVED,220.0
PO-2024-0625,2024-07-05,2024-07-11,2024-07-11,SUP-003,STR-003,PRD-041,44,44,RECEIVED,140.0
PO-2024-0626,2024-07-05,2024-07-10,2024-07-10,SUP-007,STR-003,PRD-047,82,82,RECEIVED,80.0
PO-2024-0627,2024-07-05,2024-07-10,2024-07-10,SUP-010,STR-003,PRD-099,51,51,RECEIVED,90.0
PO-2024-0628,2024-07-05,2024-07-09,2024-07-09,SUP-001,STR-004,PRD-013,51,51,RECEIVED,85.0
PO-2024-0629,2024-07-05,2024-07-08,2024-07-08,SUP-002,STR-004,PRD-024,53,53,RECEIVED,48.0
PO-2024-0630,2024-07-05,2024-07-11,2024-07-11,SUP-003,STR-004,PRD-035,53,53,RECEIVED,285.0
PO-2024-0631,2024-07-05,2024-07-11,2024-07-11,SUP-003,STR-004,PRD-036,53,53,RECEIVED,125.0
PO-2024-0632,2024-07-05,2024-07-09,2024-07-09,SUP-008,STR-004,PRD-037,60,60,RECEIVED,60.0
PO-2024-0633,2024-07-05,2024-07-10,2024-07-10,SUP-007,STR-004,PRD-047,84,84,RECEIVED,80.0
PO-2024-0634,2024-07-05,2024-07-10,2024-07-10,SUP-005,STR-004,PRD-053,30,30,RECEIVED,260.0
PO-2024-0635,2024-07-05,2024-07-09,2024-07-09,SUP-006,STR-004,PRD-065,92,92,RECEIVED,45.0
PO-2024-0636,2024-07-05,2024-07-30,2024-07-30,SUP-011,STR-004,PRD-079,100,100,RECEIVED,75.0
PO-2024-0637,2024-07-06,2024-07-10,2024-07-10,SUP-008,STR-001,PRD-022,81,81,RECEIVED,45.0
PO-2024-0638,2024-07-06,2024-07-12,2024-07-12,SUP-003,STR-001,PRD-041,43,43,RECEIVED,140.0
PO-2024-0639,2024-07-06,2024-07-11,2024-07-11,SUP-007,STR-001,PRD-047,82,82,RECEIVED,80.0
PO-2024-0640,2024-07-06,2024-07-10,2024-07-10,SUP-006,STR-001,PRD-061,50,50,RECEIVED,115.0
PO-2024-0641,2024-07-06,2024-07-10,2024-07-10,SUP-006,STR-001,PRD-062,71,71,RECEIVED,125.0
PO-2024-0642,2024-07-06,2024-07-11,2024-07-11,SUP-010,STR-001,PRD-096,50,50,RECEIVED,140.0
PO-2024-0643,2024-07-06,2024-07-10,2024-07-10,SUP-001,STR-002,PRD-001,60,60,RECEIVED,110.0
PO-2024-0644,2024-07-06,2024-07-09,2024-07-09,SUP-002,STR-002,PRD-015,53,53,RECEIVED,90.0
PO-2024-0645,2024-07-06,2024-07-10,2024-07-10,SUP-008,STR-002,PRD-022,84,84,RECEIVED,45.0
PO-2024-0646,2024-07-06,2024-07-10,2024-07-10,SUP-008,STR-002,PRD-023,68,68,RECEIVED,50.0
PO-2024-0647,2024-07-06,2024-07-11,2024-07-11,SUP-005,STR-002,PRD-048,43,43,RECEIVED,220.0
PO-2024-0648,2024-07-06,2024-07-11,2024-07-11,SUP-005,STR-002,PRD-053,31,31,RECEIVED,260.0
PO-2024-0649,2024-07-06,2024-07-10,2024-07-10,SUP-006,STR-002,PRD-061,51,51,RECEIVED,115.0
PO-2024-0650,2024-07-06,2024-07-10,2024-07-10,SUP-001,STR-003,PRD-003,92,92,RECEIVED,35.0
PO-2024-0651,2024-07-06,2024-07-11,2024-07-11,SUP-005,STR-003,PRD-009,34,34,RECEIVED,220.0
PO-2024-0652,2024-07-06,2024-07-12,2024-07-12,SUP-003,STR-003,PRD-034,46,46,RECEIVED,95.0
PO-2024-0653,2024-07-06,2024-07-11,2024-07-11,SUP-005,STR-003,PRD-049,27,27,RECEIVED,420.0
PO-2024-0654,2024-07-06,2024-07-11,2024-07-11,SUP-007,STR-003,PRD-050,50,50,RECEIVED,65.0
PO-2024-0655,2024-07-06,2024-07-18,2024-07-18,SUP-009,STR-003,PRD-085,50,50,RECEIVED,190.0
PO-2024-0656,2024-07-06,2024-07-18,2024-07-18,SUP-009,STR-003,PRD-091,30,30,RECEIVED,160.0
PO-2024-0657,2024-07-06,2024-07-10,2024-07-10,SUP-001,STR-004,PRD-002,58,58,RECEIVED,130.0
PO-2024-0658,2024-07-06,2024-07-11,2024-07-11,SUP-005,STR-004,PRD-011,35,35,RECEIVED,140.0
PO-2024-0659,2024-07-06,2024-07-10,2024-07-10,SUP-008,STR-004,PRD-022,85,85,RECEIVED,45.0
PO-2024-0660,2024-07-06,2024-07-12,2024-07-12,SUP-003,STR-004,PRD-029,47,47,RECEIVED,420.0
PO-2024-0661,2024-07-06,2024-07-12,2024-07-12,SUP-003,STR-004,PRD-039,33,33,RECEIVED,160.0
PO-2024-0662,2024-07-06,2024-07-11,2024-07-11,SUP-007,STR-004,PRD-050,51,51,RECEIVED,65.0
PO-2024-0663,2024-07-06,2024-07-10,2024-07-10,SUP-006,STR-004,PRD-061,53,53,RECEIVED,115.0
PO-2024-0664,2024-07-06,2024-07-31,2024-08-15,SUP-011,STR-004,PRD-074,100,100,RECEIVED,160.0
PO-2024-0665,2024-07-06,2024-07-18,2024-07-18,SUP-009,STR-004,PRD-086,24,24,RECEIVED,280.0
PO-2024-0666,2024-07-06,2024-07-18,2024-07-18,SUP-009,STR-004,PRD-094,27,27,RECEIVED,180.0
PO-2024-0667,2024-07-07,2024-07-11,2024-07-11,SUP-001,STR-001,PRD-012,40,40,RECEIVED,120.0
PO-2024-0668,2024-07-07,2024-07-10,2024-07-10,SUP-002,STR-001,PRD-021,50,50,RECEIVED,210.0
PO-2024-0669,2024-07-07,2024-07-13,2024-07-17,SUP-003,STR-001,PRD-038,53,53,RECEIVED,85.0
PO-2024-0670,2024-07-07,2024-07-13,2024-07-13,SUP-003,STR-001,PRD-040,83,83,RECEIVED,110.0
PO-2024-0671,2024-07-07,2024-07-12,2024-07-12,SUP-005,STR-001,PRD-046,71,71,RECEIVED,95.0
PO-2024-0672,2024-07-07,2024-07-12,2024-07-12,SUP-005,STR-001,PRD-048,43,43,RECEIVED,220.0
